anio;mes;pais_cod;pais_descri;cif
2022;07;207;CUBA;327384.41
2021;01;207;CUBA;1193652.38
2022;04;207;CUBA;553595.03
2021;05;207;CUBA;497336.41
2021;09;207;CUBA;388799.44
2021;03;207;CUBA;178354.53
2022;05;207;CUBA;542786.54
2022;08;208;CHILE;77474817
2022;09;208;CHILE;67715281.06
2021;04;208;CHILE;49795242.52
2022;03;208;CHILE;77863141.8
2021;01;208;CHILE;44517864.09
2022;10;208;CHILE;57047917.53
2021;07;208;CHILE;60934728.44
2021;11;208;CHILE;75638547.59
2021;08;208;CHILE;54783087.34
2021;09;208;CHILE;65635640.87
2022;01;208;CHILE;53393230.74
2021;03;208;CHILE;57259066.27
2021;12;208;CHILE;68668060.28
2021;10;208;CHILE;65096705.73
2022;05;208;CHILE;79104589.29
2022;02;208;CHILE;71422383.38
2021;06;208;CHILE;54909388.29
2021;02;208;CHILE;43455044.92
2022;06;208;CHILE;62869351.11
2021;05;208;CHILE;54999685.34
2022;11;208;CHILE;44532619.24
2022;07;208;CHILE;50770140.42
2022;04;208;CHILE;68669289.86
2022;11;209;REPUBLICA DOMINICANA;522306.99
2021;03;209;REPUBLICA DOMINICANA;541787.75
2021;08;209;REPUBLICA DOMINICANA;553138.79
2022;05;209;REPUBLICA DOMINICANA;420660.81
2021;09;209;REPUBLICA DOMINICANA;420959.43
2021;04;209;REPUBLICA DOMINICANA;368436.61
2021;07;209;REPUBLICA DOMINICANA;451687.65
2022;01;209;REPUBLICA DOMINICANA;530208.87
2022;09;209;REPUBLICA DOMINICANA;468932.85
2021;12;209;REPUBLICA DOMINICANA;452969.71
2022;02;209;REPUBLICA DOMINICANA;431717.72
2022;04;209;REPUBLICA DOMINICANA;480557.55
2021;06;209;REPUBLICA DOMINICANA;413612.47
2022;10;209;REPUBLICA DOMINICANA;292321.76
2021;11;209;REPUBLICA DOMINICANA;576510.78
2022;03;209;REPUBLICA DOMINICANA;441496.02
2022;08;209;REPUBLICA DOMINICANA;437424.69
2021;01;209;REPUBLICA DOMINICANA;300633.19
2021;10;209;REPUBLICA DOMINICANA;459339.16
2022;06;209;REPUBLICA DOMINICANA;578783.45
2021;05;209;REPUBLICA DOMINICANA;265175.41
2022;07;209;REPUBLICA DOMINICANA;378828.32
2021;02;209;REPUBLICA DOMINICANA;230877.32
2022;09;210;ECUADOR;31264143.73
2022;01;210;ECUADOR;21211190.31
2021;03;210;ECUADOR;29104869.53
2021;07;210;ECUADOR;20859699.59
2022;03;210;ECUADOR;38090989.92
2022;02;210;ECUADOR;33971596.63
2021;12;210;ECUADOR;36098779.67
2021;05;210;ECUADOR;24005833.34
2021;01;210;ECUADOR;24377255.06
2022;04;210;ECUADOR;32864871.79
2021;04;210;ECUADOR;21745995.22
2021;06;210;ECUADOR;23911102.06
2021;11;210;ECUADOR;31960874.16
2021;09;210;ECUADOR;23907707.75
2021;10;210;ECUADOR;26215479.32
2021;02;210;ECUADOR;28591606.25
2021;08;210;ECUADOR;23003905.13
2022;06;210;ECUADOR;33642821.95
2022;07;210;ECUADOR;24757279.12
2022;10;210;ECUADOR;31780933.07
2022;08;210;ECUADOR;30201179.83
2022;05;210;ECUADOR;31018127.39
2022;11;210;ECUADOR;28921987.34
2022;07;211;EL SALVADOR;57172.43
2022;06;211;EL SALVADOR;22585.54
2022;03;211;EL SALVADOR;49840.36
2021;12;211;EL SALVADOR;62861.12
2022;02;211;EL SALVADOR;16238.53
2021;04;211;EL SALVADOR;19740.04
2022;01;211;EL SALVADOR;39853.12
2021;01;211;EL SALVADOR;3693.82
2022;11;211;EL SALVADOR;190053.1
2021;03;211;EL SALVADOR;21359.77
2021;09;211;EL SALVADOR;21606.97
2021;08;211;EL SALVADOR;75738.89
2022;04;211;EL SALVADOR;10496.54
2021;11;211;EL SALVADOR;158036.99
2021;06;211;EL SALVADOR;18899.36
2021;10;211;EL SALVADOR;37830.44
2021;02;211;EL SALVADOR;204079.08
2022;09;211;EL SALVADOR;408049.32
2021;05;211;EL SALVADOR;47102.23
2022;10;211;EL SALVADOR;82995.27
2021;07;211;EL SALVADOR;5422.48
2022;05;211;EL SALVADOR;96143.56
2022;08;211;EL SALVADOR;230641.22
2022;04;212;ESTADOS UNIDOS;894326104.09
2022;09;212;ESTADOS UNIDOS;594373131.44
2021;10;212;ESTADOS UNIDOS;421850217.09
2022;03;212;ESTADOS UNIDOS;659172702.06
2022;10;212;ESTADOS UNIDOS;628422240.84
2021;02;212;ESTADOS UNIDOS;277300243.53
2022;01;212;ESTADOS UNIDOS;362663354.56
2021;06;212;ESTADOS UNIDOS;648175029.08
2021;01;212;ESTADOS UNIDOS;348063151.38
2022;08;212;ESTADOS UNIDOS;1149164761.8
2021;12;212;ESTADOS UNIDOS;587003441.43
2022;02;212;ESTADOS UNIDOS;472511487.31
2022;07;212;ESTADOS UNIDOS;1631622216.9
2021;11;212;ESTADOS UNIDOS;515898207.72
2022;05;212;ESTADOS UNIDOS;1287750093.4
2021;08;212;ESTADOS UNIDOS;726753278.29
2022;06;212;ESTADOS UNIDOS;1538802270.2
2021;03;212;ESTADOS UNIDOS;403374592.77
2021;05;212;ESTADOS UNIDOS;474859137.42
2021;04;212;ESTADOS UNIDOS;372166811.38
2021;07;212;ESTADOS UNIDOS;615570138.27
2021;09;212;ESTADOS UNIDOS;531105150.21
2022;11;212;ESTADOS UNIDOS;551467080.02
2022;11;213;GUATEMALA;345581.62
2022;09;213;GUATEMALA;350830.42
2021;08;213;GUATEMALA;155536.87
2021;10;213;GUATEMALA;377901.27
2021;05;213;GUATEMALA;175713.93
2022;02;213;GUATEMALA;141524.31
2021;04;213;GUATEMALA;200999.82
2022;05;213;GUATEMALA;133990.06
2022;08;213;GUATEMALA;556591.8
2022;01;213;GUATEMALA;527332.11
2022;06;213;GUATEMALA;395054.05
2022;10;213;GUATEMALA;464035.79
2022;07;213;GUATEMALA;182948.27
2021;12;213;GUATEMALA;420192.97
2021;09;213;GUATEMALA;295909.28
2021;11;213;GUATEMALA;540762.47
2021;06;213;GUATEMALA;420562
2022;03;213;GUATEMALA;251456.89
2021;03;213;GUATEMALA;357513.04
2021;01;213;GUATEMALA;125920.54
2021;02;213;GUATEMALA;217583.79
2021;07;213;GUATEMALA;253762.55
2022;04;213;GUATEMALA;42679.87
2022;06;214;GUYANA;459.57
2022;03;214;GUYANA;1177.37
2022;09;214;GUYANA;1607.65
2021;12;214;GUYANA;173
2021;11;214;GUYANA;6978.21
2022;02;214;GUYANA;1147.11
2022;07;214;GUYANA;297.88
2022;08;214;GUYANA;531.21
2021;09;214;GUYANA;339.81
2022;11;215;HAITI;4025.72
2022;07;215;HAITI;6461.78
2022;03;215;HAITI;20292.27
2021;01;215;HAITI;13839.63
2022;06;215;HAITI;15832.14
2022;10;215;HAITI;10983.99
2022;05;215;HAITI;5605.43
2022;02;215;HAITI;3906.2
2021;04;215;HAITI;7721.61
2021;05;215;HAITI;14250.79
2021;06;215;HAITI;11283.64
2022;08;215;HAITI;13705.8
2021;10;215;HAITI;9994.97
2022;01;215;HAITI;16403.42
2022;09;215;HAITI;12751.06
2021;11;215;HAITI;3542.2
2021;07;215;HAITI;766.46
2021;09;215;HAITI;5453.18
2021;03;215;HAITI;9991.42
2021;08;215;HAITI;19690.99
2021;02;215;HAITI;7745.69
2021;12;215;HAITI;21414.77
2022;04;215;HAITI;13542.79
2021;06;216;HONDURAS;88348.58
2022;03;216;HONDURAS;98036.01
2022;08;216;HONDURAS;227661.94
2022;11;216;HONDURAS;37340.48
2021;01;216;HONDURAS;75537.22
2021;07;216;HONDURAS;242446.92
2022;01;216;HONDURAS;141839.27
2022;09;216;HONDURAS;161549.89
2021;12;216;HONDURAS;78134.35
2021;10;216;HONDURAS;67624.92
2022;10;216;HONDURAS;52647.17
2022;07;216;HONDURAS;78669.62
2021;04;216;HONDURAS;112667.27
2022;02;216;HONDURAS;81064.1
2021;11;216;HONDURAS;140857.65
2021;05;216;HONDURAS;28186.11
2021;02;216;HONDURAS;83285.5
2022;04;216;HONDURAS;93717.76
2021;08;216;HONDURAS;150294.54
2022;06;216;HONDURAS;215706.87
2021;03;216;HONDURAS;233124.7
2021;09;216;HONDURAS;198083.97
2022;05;216;HONDURAS;69473.97
2022;02;217;JAMAICA;30185022.86
2021;08;217;JAMAICA;21.22
2021;02;217;JAMAICA;536.74
2021;07;217;JAMAICA;129.34
2022;01;217;JAMAICA;1024.33
2021;12;217;JAMAICA;47.7
2021;09;217;JAMAICA;167.16
2022;11;217;JAMAICA;111.11
2021;05;217;JAMAICA;189.44
2021;01;217;JAMAICA;1438.94
2022;08;217;JAMAICA;4532.8
2021;06;217;JAMAICA;22242.75
2022;06;217;JAMAICA;3290.02
2021;10;217;JAMAICA;1298.67
2022;07;217;JAMAICA;81.45
2021;03;217;JAMAICA;190.79
2022;05;217;JAMAICA;142.72
2021;04;217;JAMAICA;32.32
2022;03;218;MEXICO;150720001.18
2021;12;218;MEXICO;138791962.25
2022;08;218;MEXICO;167198840.02
2021;08;218;MEXICO;94392761.93
2022;09;218;MEXICO;134217390.63
2021;07;218;MEXICO;114680716.19
2022;01;218;MEXICO;96373792.62
2022;10;218;MEXICO;119408275.44
2021;10;218;MEXICO;75415345.7
2021;09;218;MEXICO;137064541.77
2021;11;218;MEXICO;161589451.01
2021;02;218;MEXICO;58011651.01
2021;01;218;MEXICO;97419406.83
2022;07;218;MEXICO;131698147.02
2021;03;218;MEXICO;118200354.09
2022;06;218;MEXICO;124053264.33
2021;04;218;MEXICO;142663769.41
2022;02;218;MEXICO;142218309.09
2022;05;218;MEXICO;165866304.25
2021;06;218;MEXICO;143775170.23
2022;11;218;MEXICO;137616796.77
2022;04;218;MEXICO;192671816.16
2021;05;218;MEXICO;121142049.22
2021;08;219;NICARAGUA;27426.36
2022;03;219;NICARAGUA;21412.86
2022;02;219;NICARAGUA;29622.31
2021;04;219;NICARAGUA;22130.04
2021;12;219;NICARAGUA;62427.19
2022;08;219;NICARAGUA;32728.36
2022;06;219;NICARAGUA;53337.47
2021;07;219;NICARAGUA;34548.89
2022;07;219;NICARAGUA;156137.06
2021;01;219;NICARAGUA;18810.68
2022;11;219;NICARAGUA;40327.47
2021;06;219;NICARAGUA;16394.24
2022;09;219;NICARAGUA;25599.12
2022;10;219;NICARAGUA;42664.2
2021;10;219;NICARAGUA;27575.81
2021;02;219;NICARAGUA;9144
2022;04;219;NICARAGUA;49195.44
2021;11;219;NICARAGUA;42044.88
2021;03;219;NICARAGUA;6580.86
2021;05;219;NICARAGUA;39547.54
2021;09;219;NICARAGUA;93255.75
2022;05;219;NICARAGUA;24921.87
2022;01;219;NICARAGUA;42262.8
2021;06;220;PANAMA;3543.61
2022;03;220;PANAMA;131953.46
2021;12;220;PANAMA;314034.9
2021;04;220;PANAMA;8448.79
2022;10;220;PANAMA;66445.93
2021;07;220;PANAMA;41539.83
2022;01;220;PANAMA;48952.27
2022;11;220;PANAMA;122440.86
2021;08;220;PANAMA;8089.67
2021;11;220;PANAMA;384917.04
2022;09;220;PANAMA;63703.99
2021;02;220;PANAMA;6444.47
2021;01;220;PANAMA;3124.16
2021;10;220;PANAMA;6868.04
2021;05;220;PANAMA;47567.52
2022;02;220;PANAMA;11772.96
2022;07;220;PANAMA;4302.89
2021;03;220;PANAMA;5129.22
2022;08;220;PANAMA;95854.52
2022;06;220;PANAMA;186530.46
2021;09;220;PANAMA;3146.69
2022;05;220;PANAMA;67615.66
2022;04;220;PANAMA;17613.78
2022;10;221;PARAGUAY;116058029.61
2022;03;221;PARAGUAY;327967542.18
2021;06;221;PARAGUAY;351900389.53
2021;04;221;PARAGUAY;369471838.86
2021;08;221;PARAGUAY;229916327.66
2022;07;221;PARAGUAY;185419456.8
2021;07;221;PARAGUAY;288772195.22
2022;01;221;PARAGUAY;23661836.58
2021;10;221;PARAGUAY;177642593.23
2022;09;221;PARAGUAY;134555940.66
2021;11;221;PARAGUAY;194932384.85
2021;02;221;PARAGUAY;60751076.58
2021;12;221;PARAGUAY;140788118.53
2022;11;221;PARAGUAY;96363880.11
2021;03;221;PARAGUAY;492557668.17
2022;05;221;PARAGUAY;266336552.36
2022;06;221;PARAGUAY;212825981.08
2021;01;221;PARAGUAY;73954750.58
2022;04;221;PARAGUAY;232903030.27
2022;08;221;PARAGUAY;153477746.89
2021;05;221;PARAGUAY;361866018.34
2021;09;221;PARAGUAY;172079142.34
2022;02;221;PARAGUAY;122266053.89
2022;03;222;PERU;23156449.83
2021;04;222;PERU;14508329.4
2021;08;222;PERU;20602907.15
2022;01;222;PERU;25005862.45
2021;07;222;PERU;16376596.52
2021;11;222;PERU;19667163.37
2022;10;222;PERU;23989898.94
2021;06;222;PERU;15574048.14
2021;05;222;PERU;10452830.36
2021;09;222;PERU;16072837.49
2022;11;222;PERU;16533480.88
2021;10;222;PERU;22228898.96
2021;02;222;PERU;11591775.4
2022;07;222;PERU;54876503.27
2021;03;222;PERU;11373428.31
2021;12;222;PERU;19306455.03
2021;01;222;PERU;13934564.45
2022;06;222;PERU;21551125.72
2022;09;222;PERU;26351617.32
2022;02;222;PERU;14227926.52
2022;05;222;PERU;25376755.42
2022;08;222;PERU;28142199.23
2022;04;222;PERU;23404026.98
2021;11;224;TRINIDAD Y TOBAGO;9416633.47
2022;03;224;TRINIDAD Y TOBAGO;11917850.94
2021;10;224;TRINIDAD Y TOBAGO;31137.54
2022;02;224;TRINIDAD Y TOBAGO;6063.67
2021;04;224;TRINIDAD Y TOBAGO;3966.34
2022;07;224;TRINIDAD Y TOBAGO;122760.46
2021;01;224;TRINIDAD Y TOBAGO;5100166.09
2021;09;224;TRINIDAD Y TOBAGO;1751.57
2022;10;224;TRINIDAD Y TOBAGO;3242100
2021;05;224;TRINIDAD Y TOBAGO;1068.58
2022;11;224;TRINIDAD Y TOBAGO;555.63
2022;08;224;TRINIDAD Y TOBAGO;68303291.55
2022;04;224;TRINIDAD Y TOBAGO;17027703.29
2021;03;224;TRINIDAD Y TOBAGO;3037.56
2021;12;224;TRINIDAD Y TOBAGO;7588.68
2022;09;224;TRINIDAD Y TOBAGO;15556360.2
2022;05;224;TRINIDAD Y TOBAGO;9319.83
2021;02;224;TRINIDAD Y TOBAGO;192.07
2021;08;224;TRINIDAD Y TOBAGO;25317750.06
2022;03;225;URUGUAY;54781387.17
2021;02;225;URUGUAY;32781583.04
2021;10;225;URUGUAY;57365415.57
2022;02;225;URUGUAY;67127365.35
2021;04;225;URUGUAY;32981386.42
2021;07;225;URUGUAY;44582162.03
2022;06;225;URUGUAY;265916403.27
2022;08;225;URUGUAY;123776192.41
2022;10;225;URUGUAY;46170356.88
2022;11;225;URUGUAY;50670747.51
2021;01;225;URUGUAY;25288383.92
2021;08;225;URUGUAY;37854211.78
2021;11;225;URUGUAY;66178517.16
2022;09;225;URUGUAY;92540478.96
2021;03;225;URUGUAY;32223882.97
2021;05;225;URUGUAY;45972740.57
2021;12;225;URUGUAY;49546068.62
2021;09;225;URUGUAY;100144902.54
2022;05;225;URUGUAY;192612622.97
2022;07;225;URUGUAY;198239769.62
2022;01;225;URUGUAY;60665825.66
2022;04;225;URUGUAY;72169421.98
2021;06;225;URUGUAY;40042225.79
2022;05;226;VENEZUELA;325657.19
2022;03;226;VENEZUELA;431074.13
2021;05;226;VENEZUELA;176175.27
2021;03;226;VENEZUELA;4899.97
2022;02;226;VENEZUELA;247374.52
2022;04;226;VENEZUELA;155959.4
2021;04;226;VENEZUELA;130825.4
2021;10;226;VENEZUELA;185740.29
2021;01;226;VENEZUELA;2684526.72
2021;07;226;VENEZUELA;616928.85
2022;01;226;VENEZUELA;256532.43
2021;12;226;VENEZUELA;128290.44
2022;11;226;VENEZUELA;2962.23
2021;11;226;VENEZUELA;243847.67
2022;07;226;VENEZUELA;116757.11
2021;08;226;VENEZUELA;402717.06
2022;09;226;VENEZUELA;282011.41
2022;10;226;VENEZUELA;246335.29
2022;08;226;VENEZUELA;473367.13
2021;09;226;VENEZUELA;370808.98
2021;02;226;VENEZUELA;1535157.13
2022;06;226;VENEZUELA;600018.08
2021;06;226;VENEZUELA;107071.05
2021;12;227;TERR. BRITANICOS;22789.93
2022;02;227;TERR. BRITANICOS;1546.64
2021;08;227;TERR. BRITANICOS;1845.5
2021;06;227;TERR. BRITANICOS;2671.82
2022;08;227;TERR. BRITANICOS;1877.33
2021;04;227;TERR. BRITANICOS;4111.21
2021;07;227;TERR. BRITANICOS;1616.67
2022;11;227;TERR. BRITANICOS;1437
2022;01;227;TERR. BRITANICOS;22242.4
2021;02;227;TERR. BRITANICOS;3538.07
2021;10;227;TERR. BRITANICOS;22119.25
2022;09;227;TERR. BRITANICOS;1825.84
2022;10;227;TERR. BRITANICOS;3271.47
2022;07;227;TERR. BRITANICOS;1062.09
2021;01;227;TERR. BRITANICOS;11951.94
2022;03;227;TERR. BRITANICOS;692.2
2021;09;227;TERR. BRITANICOS;1452.47
2022;06;227;TERR. BRITANICOS;1101.04
2021;05;227;TERR. BRITANICOS;2485.76
2021;03;227;TERR. BRITANICOS;11051.66
2022;05;227;TERR. BRITANICOS;735.7
2021;11;227;TERR. BRITANICOS;1006.84
2022;04;227;TERR. BRITANICOS;834.15
2021;06;229;TERR. FRANCESES;19.41
2021;08;229;TERR. FRANCESES;27.3
2021;11;232;SURINAME;317.98
2021;04;232;SURINAME;41.93
2021;06;232;SURINAME;421.62
2021;12;232;SURINAME;301.05
2022;08;232;SURINAME;275.89
2022;10;232;SURINAME;74.63
2021;02;233;DOMINICA;1864.78
2022;02;233;DOMINICA;3126.6
2021;07;233;DOMINICA;2489.98
2022;10;233;DOMINICA;1928.12
2022;01;233;DOMINICA;3.93
2022;11;233;DOMINICA;3204.68
2022;07;233;DOMINICA;398.18
2021;11;233;DOMINICA;3076.74
2022;09;233;DOMINICA;2520.57
2022;06;233;DOMINICA;1106.17
2021;05;233;DOMINICA;1881.74
2022;02;234;SANTA LUCIA;1057.72
2022;07;234;SANTA LUCIA;1430.96
2022;10;234;SANTA LUCIA;1586.62
2022;04;236;BELICE;338.63
2021;04;236;BELICE;93.86
2022;08;236;BELICE;707.17
2021;06;236;BELICE;69.19
2022;11;236;BELICE;12889.46
2021;02;236;BELICE;5779.11
2022;09;236;BELICE;722.68
2021;05;236;BELICE;138.8
2021;11;236;BELICE;214.72
2022;05;236;BELICE;102.65
2022;10;236;BELICE;8.49
2021;01;236;BELICE;162.13
2021;03;236;BELICE;1.97
2021;03;237;ANTIGUA Y BARBUDA;68.28
2022;03;237;ANTIGUA Y BARBUDA;101.98
2021;05;237;ANTIGUA Y BARBUDA;79.98
2022;04;237;ANTIGUA Y BARBUDA;2286.84
2021;08;238;SAN CRISTOBAL Y NEVIS;41321.15
2022;03;238;SAN CRISTOBAL Y NEVIS;23202.05
2022;04;238;SAN CRISTOBAL Y NEVIS;734.08
2021;11;238;SAN CRISTOBAL Y NEVIS;13.95
2021;10;238;SAN CRISTOBAL Y NEVIS;21620.21
2021;01;238;SAN CRISTOBAL Y NEVIS;12959.48
2021;06;238;SAN CRISTOBAL Y NEVIS;1420.45
2022;08;238;SAN CRISTOBAL Y NEVIS;451.01
2021;05;238;SAN CRISTOBAL Y NEVIS;23043.73
2022;07;238;SAN CRISTOBAL Y NEVIS;1699.97
2022;09;238;SAN CRISTOBAL Y NEVIS;26.47
2022;03;239;BAHAMAS;490.85
2022;02;239;BAHAMAS;717.86
2021;01;239;BAHAMAS;310.98
2022;01;239;BAHAMAS;1020.86
2021;11;239;BAHAMAS;246.79
2022;11;239;BAHAMAS;785.16
2022;06;239;BAHAMAS;1990.45
2021;02;239;BAHAMAS;1617.93
2022;08;239;BAHAMAS;1288.34
2021;10;239;BAHAMAS;62.09
2021;09;239;BAHAMAS;310.7
2022;07;239;BAHAMAS;1321.67
2022;09;239;BAHAMAS;464.59
2022;05;239;BAHAMAS;980.29
2022;04;239;BAHAMAS;718.09
2021;08;240;GRENADA;202505
2022;05;240;GRENADA;286638
2021;07;240;GRENADA;202505
2021;02;240;GRENADA;191900
2021;05;240;GRENADA;112632.17
2021;09;240;GRENADA;45310.34
2022;07;240;GRENADA;286638
2022;04;242;ARUBA;296.04
2022;11;242;ARUBA;19.24
2022;07;242;ARUBA;16.95
2022;06;242;ARUBA;342
2022;05;242;ARUBA;27.93
2021;05;244;Curazao;6405.2
2021;08;244;Curazao;6652.79
2021;09;244;Curazao;28209.13
2022;09;244;Curazao;1477.92
2021;07;244;Curazao;32310.18
2022;10;244;Curazao;6623.05
2021;12;244;Curazao;5737.44
2022;02;244;Curazao;52497.5
2021;10;244;Curazao;32691.19
2022;03;244;Curazao;23866.03
2022;11;244;Curazao;15447.68
2021;11;244;Curazao;40635.5
2022;07;244;Curazao;1497.13
2022;05;244;Curazao;26791.02
2022;04;244;Curazao;30649.59
2021;03;244;Curazao;68388.86
2022;07;245;SAN MARTIN (Parte holandesa);468.84
2021;08;301;AFGANISTAN;5.53
2021;09;301;AFGANISTAN;4.73
2022;03;301;AFGANISTAN;233.54
2022;02;301;AFGANISTAN;520.27
2022;04;301;AFGANISTAN;519.04
2022;10;301;AFGANISTAN;2109.2
2022;06;301;AFGANISTAN;5749.33
2021;11;301;AFGANISTAN;2.04
2021;10;301;AFGANISTAN;29.06
2022;08;301;AFGANISTAN;3276.8
2021;06;301;AFGANISTAN;72.71
2021;05;301;AFGANISTAN;140.78
2022;05;301;AFGANISTAN;1252.99
2022;07;301;AFGANISTAN;10598.04
2021;12;301;AFGANISTAN;400.87
2021;08;302;ARABIA SAUDITA;30584544.26
2022;03;302;ARABIA SAUDITA;183940161.22
2022;10;302;ARABIA SAUDITA;2018950.31
2021;12;302;ARABIA SAUDITA;86254026.35
2022;02;302;ARABIA SAUDITA;153668490.38
2021;04;302;ARABIA SAUDITA;19353430.27
2021;07;302;ARABIA SAUDITA;6936480.29
2021;01;302;ARABIA SAUDITA;25996447.78
2022;01;302;ARABIA SAUDITA;10457252.17
2021;11;302;ARABIA SAUDITA;36268062.18
2021;02;302;ARABIA SAUDITA;8857545.72
2022;06;302;ARABIA SAUDITA;117588463.57
2022;09;302;ARABIA SAUDITA;5368460.42
2022;08;302;ARABIA SAUDITA;241667551.04
2021;10;302;ARABIA SAUDITA;31757724.25
2021;06;302;ARABIA SAUDITA;7004009.95
2022;07;302;ARABIA SAUDITA;180692535.2
2021;05;302;ARABIA SAUDITA;9084756.33
2021;09;302;ARABIA SAUDITA;45827622.22
2022;05;302;ARABIA SAUDITA;90295058.11
2021;03;302;ARABIA SAUDITA;9658972.46
2022;04;302;ARABIA SAUDITA;97660256.04
2022;11;302;ARABIA SAUDITA;3484993.9
2021;03;303;BAHREIN;4055316.66
2021;08;303;BAHREIN;9358082.62
2022;03;303;BAHREIN;8095090.33
2022;10;303;BAHREIN;5494.21
2022;02;303;BAHREIN;35183815.42
2021;04;303;BAHREIN;2127977.85
2021;01;303;BAHREIN;62932.9
2021;07;303;BAHREIN;145749.52
2022;01;303;BAHREIN;2826020.98
2022;09;303;BAHREIN;78971.66
2022;11;303;BAHREIN;155444.33
2021;06;303;BAHREIN;25695707.42
2021;02;303;BAHREIN;86081.56
2022;08;303;BAHREIN;151194.34
2022;06;303;BAHREIN;144654.02
2021;11;303;BAHREIN;27356059.78
2022;07;303;BAHREIN;290451.21
2021;10;303;BAHREIN;50490.93
2021;05;303;BAHREIN;155105.44
2021;09;303;BAHREIN;9371392.82
2021;12;303;BAHREIN;11086851.58
2022;05;303;BAHREIN;15880954.1
2022;04;303;BAHREIN;8697400.68
2022;10;304;UNION DE MYANMAR (EX BIRMANIA);375788.13
2021;08;304;UNION DE MYANMAR (EX BIRMANIA);113516.14
2021;04;304;UNION DE MYANMAR (EX BIRMANIA);238791
2021;01;304;UNION DE MYANMAR (EX BIRMANIA);92494.8
2021;07;304;UNION DE MYANMAR (EX BIRMANIA);355894.01
2022;01;304;UNION DE MYANMAR (EX BIRMANIA);778945.17
2021;02;304;UNION DE MYANMAR (EX BIRMANIA);164774.8
2021;03;304;UNION DE MYANMAR (EX BIRMANIA);375887.06
2021;11;304;UNION DE MYANMAR (EX BIRMANIA);39957.33
2022;09;304;UNION DE MYANMAR (EX BIRMANIA);283787.83
2021;12;304;UNION DE MYANMAR (EX BIRMANIA);255709.1
2022;08;304;UNION DE MYANMAR (EX BIRMANIA);440307.44
2022;07;304;UNION DE MYANMAR (EX BIRMANIA);497901.18
2022;06;304;UNION DE MYANMAR (EX BIRMANIA);301759.51
2021;10;304;UNION DE MYANMAR (EX BIRMANIA);219956.58
2021;05;304;UNION DE MYANMAR (EX BIRMANIA);145889.89
2021;06;304;UNION DE MYANMAR (EX BIRMANIA);391634.75
2021;09;304;UNION DE MYANMAR (EX BIRMANIA);221365.53
2022;05;304;UNION DE MYANMAR (EX BIRMANIA);393198.14
2022;03;304;UNION DE MYANMAR (EX BIRMANIA);433933.15
2022;11;304;UNION DE MYANMAR (EX BIRMANIA);559142.29
2022;02;304;UNION DE MYANMAR (EX BIRMANIA);245702.7
2022;04;304;UNION DE MYANMAR (EX BIRMANIA);387117.2
2022;10;305;BUTAN;2989.14
2022;09;305;BUTAN;60.26
2021;05;305;BUTAN;4.69
2021;02;305;BUTAN;87.76
2021;10;305;BUTAN;1089.38
2021;11;305;BUTAN;4624.37
2022;07;306;CAMBODYA  (EX KAMPUCHEA);1868403.7
2021;08;306;CAMBODYA  (EX KAMPUCHEA);522370.29
2022;03;306;CAMBODYA  (EX KAMPUCHEA);1279491.86
2021;11;306;CAMBODYA  (EX KAMPUCHEA);803888.89
2022;10;306;CAMBODYA  (EX KAMPUCHEA);2113157.75
2022;02;306;CAMBODYA  (EX KAMPUCHEA);1761755.37
2021;04;306;CAMBODYA  (EX KAMPUCHEA);1981215.78
2021;01;306;CAMBODYA  (EX KAMPUCHEA);1020712.57
2021;07;306;CAMBODYA  (EX KAMPUCHEA);601949.32
2022;01;306;CAMBODYA  (EX KAMPUCHEA);1652454.89
2022;11;306;CAMBODYA  (EX KAMPUCHEA);1519071.12
2021;06;306;CAMBODYA  (EX KAMPUCHEA);968499.76
2022;04;306;CAMBODYA  (EX KAMPUCHEA);1540564.39
2022;09;306;CAMBODYA  (EX KAMPUCHEA);1916189.76
2022;08;306;CAMBODYA  (EX KAMPUCHEA);1535351.14
2021;02;306;CAMBODYA  (EX KAMPUCHEA);974197.53
2021;03;306;CAMBODYA  (EX KAMPUCHEA);1650837.89
2022;06;306;CAMBODYA  (EX KAMPUCHEA);2417002.8
2021;05;306;CAMBODYA  (EX KAMPUCHEA);1655877.32
2021;10;306;CAMBODYA  (EX KAMPUCHEA);1342117.01
2021;09;306;CAMBODYA  (EX KAMPUCHEA);1052384.78
2022;05;306;CAMBODYA  (EX KAMPUCHEA);2000642.42
2021;12;306;CAMBODYA  (EX KAMPUCHEA);1143326.22
2022;09;307;SRI LANKA;1013347.96
2021;08;307;SRI LANKA;1668816.04
2022;03;307;SRI LANKA;1637095.19
2022;11;307;SRI LANKA;556958.14
2021;01;307;SRI LANKA;454861.16
2022;02;307;SRI LANKA;1819175.39
2021;07;307;SRI LANKA;1513267.77
2022;01;307;SRI LANKA;885116.4
2022;10;307;SRI LANKA;1222281.71
2021;06;307;SRI LANKA;1234316.67
2022;05;307;SRI LANKA;1498860.24
2021;11;307;SRI LANKA;1008154.05
2021;02;307;SRI LANKA;1067440.76
2021;03;307;SRI LANKA;1079682.56
2021;04;307;SRI LANKA;1042562.28
2021;10;307;SRI LANKA;795641.49
2022;07;307;SRI LANKA;1352719.05
2021;12;307;SRI LANKA;3114730.01
2022;08;307;SRI LANKA;1609024.32
2022;06;307;SRI LANKA;1079640.03
2021;05;307;SRI LANKA;1574389.05
2021;09;307;SRI LANKA;1130260.54
