anio;mes;pais_cod;pais_descri;cif
2021;12;433;TERR. BRITANICO-GIBRALTAR;161.12
2022;11;433;TERR. BRITANICO-GIBRALTAR;1094.7
2022;04;433;TERR. BRITANICO-GIBRALTAR;5.39
2021;04;435;CHIPRE;14918.28
2022;03;435;CHIPRE;67899.86
2021;02;435;CHIPRE;15194.01
2022;02;435;CHIPRE;2890.83
2021;07;435;CHIPRE;380124.09
2021;01;435;CHIPRE;51737.04
2022;01;435;CHIPRE;66148.85
2021;12;435;CHIPRE;873
2022;11;435;CHIPRE;45565.55
2021;06;435;CHIPRE;56418.12
2021;03;435;CHIPRE;268681.89
2022;09;435;CHIPRE;1157.96
2022;10;435;CHIPRE;47523.72
2021;11;435;CHIPRE;35804.45
2022;08;435;CHIPRE;405706.48
2021;10;435;CHIPRE;36677.5
2022;07;435;CHIPRE;39668.96
2021;05;435;CHIPRE;423344.03
2022;06;435;CHIPRE;441049.28
2021;09;435;CHIPRE;44882.58
2022;05;435;CHIPRE;22973.22
2022;04;435;CHIPRE;49401.62
2021;08;435;CHIPRE;26848.93
2021;04;436;TURQUIA;18531492.92
2022;03;436;TURQUIA;29919318
2021;02;436;TURQUIA;25133145.72
2022;02;436;TURQUIA;22067510.13
2021;07;436;TURQUIA;19594029.41
2021;01;436;TURQUIA;29652714.23
2022;01;436;TURQUIA;20658407.04
2021;12;436;TURQUIA;22431395.9
2022;11;436;TURQUIA;75973116
2021;06;436;TURQUIA;38578540.91
2021;03;436;TURQUIA;21612473.69
2022;10;436;TURQUIA;20278593.25
2021;11;436;TURQUIA;33793200.84
2022;09;436;TURQUIA;39999114.97
2022;08;436;TURQUIA;37482957.77
2021;10;436;TURQUIA;17369273.27
2022;07;436;TURQUIA;36323715.29
2021;05;436;TURQUIA;28927457.24
2022;06;436;TURQUIA;79017414.57
2021;09;436;TURQUIA;39328003.36
2022;05;436;TURQUIA;26561283.06
2022;04;436;TURQUIA;54773675.51
2021;08;436;TURQUIA;18026245.86
2022;11;438;Alemania;211619370.38
2021;04;438;Alemania;182983929.14
2022;03;438;Alemania;218276508.06
2021;02;438;Alemania;163728668
2022;02;438;Alemania;208061098.6
2021;07;438;Alemania;257962474.27
2021;01;438;Alemania;180396101.8
2022;01;438;Alemania;194380748.86
2021;12;438;Alemania;185511275.32
2021;06;438;Alemania;224681401.47
2021;03;438;Alemania;230262778.2
2022;10;438;Alemania;232476466.12
2021;11;438;Alemania;228943356.51
2022;09;438;Alemania;250781952.28
2022;08;438;Alemania;252632626.34
2021;10;438;Alemania;213386473.85
2022;07;438;Alemania;208853714.29
2021;05;438;Alemania;199593803.08
2022;06;438;Alemania;256686084.83
2021;09;438;Alemania;250997804.74
2022;05;438;Alemania;225841757.45
2022;04;438;Alemania;296747030.81
2021;08;438;Alemania;208703544.15
2021;04;439;BIELORUS;1141757.63
2022;03;439;BIELORUS;23657.23
2021;02;439;BIELORUS;215181.24
2022;02;439;BIELORUS;283685.58
2021;01;439;BIELORUS;87209.7
2021;07;439;BIELORUS;242926.53
2022;01;439;BIELORUS;133077.96
2021;12;439;BIELORUS;425732.92
2022;11;439;BIELORUS;78294.08
2021;06;439;BIELORUS;2155417.65
2021;03;439;BIELORUS;107804.83
2022;10;439;BIELORUS;23043.11
2021;11;439;BIELORUS;554675.18
2022;09;439;BIELORUS;43092.18
2022;08;439;BIELORUS;69003.5
2021;10;439;BIELORUS;308935.27
2022;07;439;BIELORUS;93585.44
2021;05;439;BIELORUS;329212.35
2022;06;439;BIELORUS;79290.93
2021;09;439;BIELORUS;31381.17
2022;05;439;BIELORUS;189704.29
2022;04;439;BIELORUS;39765.21
2021;08;439;BIELORUS;109469.65
2021;04;440;ESTONIA;602284.45
2022;03;440;ESTONIA;2026766.79
2021;02;440;ESTONIA;389913.72
2022;02;440;ESTONIA;767978.75
2021;01;440;ESTONIA;451098.3
2021;07;440;ESTONIA;495892.52
2022;01;440;ESTONIA;1005067.28
2022;11;440;ESTONIA;358807.22
2021;12;440;ESTONIA;1689515.8
2021;06;440;ESTONIA;1503218.35
2021;03;440;ESTONIA;516214.37
2022;10;440;ESTONIA;1189955.31
2021;11;440;ESTONIA;541252.37
2022;09;440;ESTONIA;2626367.81
2022;08;440;ESTONIA;12673505.73
2021;10;440;ESTONIA;412045.84
2021;05;440;ESTONIA;721433.11
2022;07;440;ESTONIA;542409.67
2022;06;440;ESTONIA;881712.59
2021;09;440;ESTONIA;423950.2
2022;05;440;ESTONIA;787233.77
2022;04;440;ESTONIA;781806.11
2021;08;440;ESTONIA;528836
2021;04;441;LETONIA;426810.59
2022;03;441;LETONIA;617945.05
2021;02;441;LETONIA;522386.23
2021;01;441;LETONIA;260315.18
2022;02;441;LETONIA;138240.7
2021;07;441;LETONIA;475457
2022;01;441;LETONIA;450200.14
2021;12;441;LETONIA;471297
2022;11;441;LETONIA;358332.13
2021;06;441;LETONIA;540765.38
2021;03;441;LETONIA;343746.1
2021;11;441;LETONIA;343877.44
2022;09;441;LETONIA;490523.75
2022;08;441;LETONIA;308545.29
2021;10;441;LETONIA;760075.2
2021;05;441;LETONIA;539392.34
2022;07;441;LETONIA;434248.81
2022;06;441;LETONIA;425495.68
2021;09;441;LETONIA;782605.6
2022;05;441;LETONIA;210104.22
2022;10;441;LETONIA;124591.3
2022;04;441;LETONIA;360739.89
2021;08;441;LETONIA;1028423.22
2021;04;442;LITUANIA;1062465.11
2022;03;442;LITUANIA;460200.33
2021;02;442;LITUANIA;918490.61
2021;01;442;LITUANIA;494426.04
2022;02;442;LITUANIA;801161.01
2021;07;442;LITUANIA;12590310.05
2022;01;442;LITUANIA;1387970.11
2021;12;442;LITUANIA;24126129.39
2022;11;442;LITUANIA;655679.39
2021;06;442;LITUANIA;952276.82
2021;03;442;LITUANIA;7292141.15
2022;10;442;LITUANIA;968850.66
2021;11;442;LITUANIA;690232.8
2022;09;442;LITUANIA;540077.28
2022;08;442;LITUANIA;865188.35
2021;10;442;LITUANIA;12029524.33
2021;05;442;LITUANIA;5640113.72
2022;07;442;LITUANIA;325224.79
2022;06;442;LITUANIA;658709.35
2021;09;442;LITUANIA;1184891.04
2022;05;442;LITUANIA;9862909.06
2022;04;442;LITUANIA;1092215.43
2021;08;442;LITUANIA;906000.04
2021;04;443;MOLDOVA;451.39
2022;03;443;MOLDOVA;779168.48
2021;02;443;MOLDOVA;101.82
2022;02;443;MOLDOVA;2518.07
2021;07;443;MOLDOVA;25166.72
2022;01;443;MOLDOVA;320015.58
2021;12;443;MOLDOVA;54785.95
2021;06;443;MOLDOVA;523.52
2022;11;443;MOLDOVA;16593.14
2021;03;443;MOLDOVA;2303.39
2022;10;443;MOLDOVA;15426.15
2021;11;443;MOLDOVA;3392.62
2022;09;443;MOLDOVA;35942.59
2022;08;443;MOLDOVA;66968.2
2021;10;443;MOLDOVA;5922.55
2021;05;443;MOLDOVA;669.88
2022;07;443;MOLDOVA;324605.14
2022;06;443;MOLDOVA;95401.1
2021;09;443;MOLDOVA;12529.11
2022;05;443;MOLDOVA;188760.49
2022;04;443;MOLDOVA;355354.27
2021;08;443;MOLDOVA;3478.6
2021;04;444;RUSIA;61748592.36
2022;03;444;RUSIA;70315934.53
2021;02;444;RUSIA;34969754.79
2021;01;444;RUSIA;10995669.82
2022;02;444;RUSIA;10831722.52
2021;07;444;RUSIA;50914471.62
2022;01;444;RUSIA;32347031.3
2021;12;444;RUSIA;16956510.96
2021;03;444;RUSIA;41706044.89
2022;10;444;RUSIA;8741933.63
2021;11;444;RUSIA;51469573.27
2022;11;444;RUSIA;18666973.93
2021;06;444;RUSIA;144754379.77
2022;09;444;RUSIA;28137364
2022;08;444;RUSIA;24661930.81
2021;10;444;RUSIA;19274827.44
2021;05;444;RUSIA;85191205.25
2022;07;444;RUSIA;6013430.09
2022;06;444;RUSIA;8434619.08
2021;09;444;RUSIA;74474005.41
2022;05;444;RUSIA;48366274.18
2022;04;444;RUSIA;11203536.57
2021;08;444;RUSIA;58255224.89
2021;04;445;UCRANIA;1059431.25
2022;03;445;UCRANIA;1373463.76
2022;10;445;UCRANIA;447332.52
2021;02;445;UCRANIA;265353.55
2021;01;445;UCRANIA;526546.58
2022;02;445;UCRANIA;858677.72
2021;07;445;UCRANIA;1418636
2022;01;445;UCRANIA;1005828.43
2021;12;445;UCRANIA;3587926.38
2021;06;445;UCRANIA;705111.66
2022;11;445;UCRANIA;969565.33
2021;03;445;UCRANIA;845071.49
2021;11;445;UCRANIA;7507812.84
2022;09;445;UCRANIA;889588.5
2022;08;445;UCRANIA;2046567.14
2021;10;445;UCRANIA;790199.69
2021;05;445;UCRANIA;1882236.94
2022;07;445;UCRANIA;2152588.09
2022;06;445;UCRANIA;1659107.43
2021;09;445;UCRANIA;1316430.2
2022;05;445;UCRANIA;2718897.06
2022;04;445;UCRANIA;2265285.19
2021;08;445;UCRANIA;466680.48
2022;03;446;BOSNIA HERZEGOVINA (EX432);144328.53
2021;02;446;BOSNIA HERZEGOVINA (EX432);117998.22
2021;01;446;BOSNIA HERZEGOVINA (EX432);317154.98
2022;02;446;BOSNIA HERZEGOVINA (EX432);176947.18
2021;07;446;BOSNIA HERZEGOVINA (EX432);128622.99
2022;01;446;BOSNIA HERZEGOVINA (EX432);50363.23
2021;12;446;BOSNIA HERZEGOVINA (EX432);373266.96
2021;06;446;BOSNIA HERZEGOVINA (EX432);254364.39
2022;11;446;BOSNIA HERZEGOVINA (EX432);262920.73
2021;03;446;BOSNIA HERZEGOVINA (EX432);170526.08
2022;10;446;BOSNIA HERZEGOVINA (EX432);508457.35
2021;11;446;BOSNIA HERZEGOVINA (EX432);124416.73
2022;09;446;BOSNIA HERZEGOVINA (EX432);273248.86
2022;08;446;BOSNIA HERZEGOVINA (EX432);205733.35
2021;10;446;BOSNIA HERZEGOVINA (EX432);65524.05
2021;05;446;BOSNIA HERZEGOVINA (EX432);344328.72
2022;07;446;BOSNIA HERZEGOVINA (EX432);417488.61
2022;06;446;BOSNIA HERZEGOVINA (EX432);344013.33
2021;09;446;BOSNIA HERZEGOVINA (EX432);545856.06
2022;05;446;BOSNIA HERZEGOVINA (EX432);77038.97
2022;04;446;BOSNIA HERZEGOVINA (EX432);395733.65
2021;08;446;BOSNIA HERZEGOVINA (EX432);74866.62
2021;04;446;BOSNIA HERZEGOVINA (EX432);51789.06
2021;02;447;CROACIA (EX432);308682.73
2022;03;447;CROACIA (EX432);407489.22
2021;01;447;CROACIA (EX432);116346.8
2022;02;447;CROACIA (EX432);336739.59
2021;07;447;CROACIA (EX432);148134.79
2022;01;447;CROACIA (EX432);204121.53
2021;12;447;CROACIA (EX432);329051.61
2021;06;447;CROACIA (EX432);192357.95
2022;11;447;CROACIA (EX432);573612.88
2021;03;447;CROACIA (EX432);255177.72
2022;10;447;CROACIA (EX432);1300710.57
2021;11;447;CROACIA (EX432);345638.56
2022;09;447;CROACIA (EX432);1643879.95
2022;08;447;CROACIA (EX432);6947717.46
2021;10;447;CROACIA (EX432);380830.75
2021;05;447;CROACIA (EX432);307826.08
2022;07;447;CROACIA (EX432);5198700.54
2022;06;447;CROACIA (EX432);356462.4
2021;09;447;CROACIA (EX432);254197.1
2022;05;447;CROACIA (EX432);454395.13
2022;04;447;CROACIA (EX432);476753.6
2021;08;447;CROACIA (EX432);491435.62
2021;04;447;CROACIA (EX432);258285.78
2021;02;448;ESLOVAQUIA;4282350.96
2022;03;448;ESLOVAQUIA;5830737.24
2021;01;448;ESLOVAQUIA;4337152.3
2022;02;448;ESLOVAQUIA;4150373.24
2021;07;448;ESLOVAQUIA;5908443.17
2022;01;448;ESLOVAQUIA;5185199.22
2021;12;448;ESLOVAQUIA;5185516.46
2021;06;448;ESLOVAQUIA;5888746.8
2022;11;448;ESLOVAQUIA;5400737.19
2021;03;448;ESLOVAQUIA;5949979.97
2022;10;448;ESLOVAQUIA;5698398.91
2021;11;448;ESLOVAQUIA;6637768.44
2022;09;448;ESLOVAQUIA;6495167.62
2022;08;448;ESLOVAQUIA;7584240.63
2021;10;448;ESLOVAQUIA;4235197.22
2021;05;448;ESLOVAQUIA;5952968.76
2022;07;448;ESLOVAQUIA;6524199.23
2022;06;448;ESLOVAQUIA;5208821.31
2021;09;448;ESLOVAQUIA;6157645.14
2022;05;448;ESLOVAQUIA;4236814.25
2022;04;448;ESLOVAQUIA;7860012.58
2021;08;448;ESLOVAQUIA;5254962.2
2021;04;448;ESLOVAQUIA;3944974.24
2021;02;449;ESLOVENIA (EX432);1032727.04
2022;03;449;ESLOVENIA (EX432);4038128.65
2021;01;449;ESLOVENIA (EX432);969145.01
2022;02;449;ESLOVENIA (EX432);1361727.65
2021;07;449;ESLOVENIA (EX432);1262958.84
2022;01;449;ESLOVENIA (EX432);1114444.25
2021;12;449;ESLOVENIA (EX432);2070515.67
2021;06;449;ESLOVENIA (EX432);1197300.51
2022;11;449;ESLOVENIA (EX432);2033192.93
2021;03;449;ESLOVENIA (EX432);1524901.56
2022;10;449;ESLOVENIA (EX432);1408474.14
2021;11;449;ESLOVENIA (EX432);1587771.71
2022;09;449;ESLOVENIA (EX432);1699288.4
2022;08;449;ESLOVENIA (EX432);3092550.67
2021;10;449;ESLOVENIA (EX432);1340015.49
2021;05;449;ESLOVENIA (EX432);2817058.54
2022;07;449;ESLOVENIA (EX432);3704831.45
2022;06;449;ESLOVENIA (EX432);2844484.67
2021;09;449;ESLOVENIA (EX432);3294354.95
2022;05;449;ESLOVENIA (EX432);2683192.98
2022;04;449;ESLOVENIA (EX432);2437610.27
2021;08;449;ESLOVENIA (EX432);1038386.13
2021;04;449;ESLOVENIA (EX432);908143.34
2021;02;450;MACEDONIA (EX 432);63459.43
2022;03;450;MACEDONIA (EX 432);31395.49
2021;01;450;MACEDONIA (EX 432);218176.9
2022;02;450;MACEDONIA (EX 432);130579.17
2021;07;450;MACEDONIA (EX 432);85252.38
2022;01;450;MACEDONIA (EX 432);122425.7
2021;12;450;MACEDONIA (EX 432);64143.99
2021;06;450;MACEDONIA (EX 432);26579.45
2021;03;450;MACEDONIA (EX 432);749305.88
2022;11;450;MACEDONIA (EX 432);8127.92
2022;10;450;MACEDONIA (EX 432);15689.38
2021;11;450;MACEDONIA (EX 432);206011.28
2022;09;450;MACEDONIA (EX 432);99482.49
2022;08;450;MACEDONIA (EX 432);240416.01
2021;10;450;MACEDONIA (EX 432);175899.45
2021;05;450;MACEDONIA (EX 432);84404.26
2022;07;450;MACEDONIA (EX 432);106654.13
2022;06;450;MACEDONIA (EX 432);42516.02
2021;09;450;MACEDONIA (EX 432);47180.75
2022;05;450;MACEDONIA (EX 432);9476.76
2022;04;450;MACEDONIA (EX 432);20870.33
2021;08;450;MACEDONIA (EX 432);61831.07
2021;04;450;MACEDONIA (EX 432);728622.5
2021;02;451;REPUBLICA CHECA;10820385.28
2021;01;451;REPUBLICA CHECA;11514309.88
2022;03;451;REPUBLICA CHECA;17671179.5
2022;02;451;REPUBLICA CHECA;12613075.37
2021;07;451;REPUBLICA CHECA;16660619.39
2022;01;451;REPUBLICA CHECA;14947459.36
2021;12;451;REPUBLICA CHECA;16005008.95
2021;06;451;REPUBLICA CHECA;12330140.83
2021;03;451;REPUBLICA CHECA;13872987.31
2022;11;451;REPUBLICA CHECA;14823771.07
2022;10;451;REPUBLICA CHECA;13246199.43
2021;11;451;REPUBLICA CHECA;17407653.83
2022;09;451;REPUBLICA CHECA;18647955.82
2022;08;451;REPUBLICA CHECA;15982965.51
2021;10;451;REPUBLICA CHECA;15267168.42
2021;05;451;REPUBLICA CHECA;15951921.65
2022;07;451;REPUBLICA CHECA;15716246.67
2022;06;451;REPUBLICA CHECA;17987201.52
2021;09;451;REPUBLICA CHECA;20565555.83
2022;05;451;REPUBLICA CHECA;18952130.87
2022;04;451;REPUBLICA CHECA;18371908.38
2021;08;451;REPUBLICA CHECA;15205659.17
2021;04;451;REPUBLICA CHECA;12118851.13
2022;03;453;MONTENEGRO;37.37
2022;02;453;MONTENEGRO;4.46
2022;11;453;MONTENEGRO;310.14
2022;10;453;MONTENEGRO;5.61
2021;11;453;MONTENEGRO;490.92
2022;09;453;MONTENEGRO;104.44
2022;08;453;MONTENEGRO;11.55
2021;10;453;MONTENEGRO;2.18
2021;05;453;MONTENEGRO;1.82
2022;07;453;MONTENEGRO;2182.33
2022;06;453;MONTENEGRO;9896.69
2021;09;453;MONTENEGRO;93.07
2022;05;453;MONTENEGRO;5025.22
2022;04;453;MONTENEGRO;5130.34
2021;04;453;MONTENEGRO;3.6
2021;01;454;SERBIA;1219740.36
2022;03;454;SERBIA;1841114.39
2022;02;454;SERBIA;814833.78
2021;07;454;SERBIA;2460502.84
2022;01;454;SERBIA;1635602.06
2021;12;454;SERBIA;628516.1
2021;06;454;SERBIA;798609.39
2021;03;454;SERBIA;664123.03
2022;11;454;SERBIA;2440332.49
2022;10;454;SERBIA;3403120.83
2021;11;454;SERBIA;3578764.36
2022;09;454;SERBIA;1359832.94
2022;08;454;SERBIA;4385089.26
2021;10;454;SERBIA;724385.11
2021;05;454;SERBIA;1029640
2022;07;454;SERBIA;1384668.22
2022;06;454;SERBIA;3257099.93
2021;09;454;SERBIA;2558957.36
2022;05;454;SERBIA;1168215.37
2022;04;454;SERBIA;3904176.46
2021;08;454;SERBIA;1235907.25
2021;04;454;SERBIA;423893.31
2021;02;454;SERBIA;301538.99
2021;07;498;INDETERMINADO (EUROPA);96
2021;12;498;INDETERMINADO (EUROPA);100738.53
2022;08;498;INDETERMINADO (EUROPA);193.3
2022;07;498;INDETERMINADO (EUROPA);195.51
2021;09;498;INDETERMINADO (EUROPA);64
2021;08;498;INDETERMINADO (EUROPA);200
2021;01;501;AUSTRALIA;9188786.99
2022;03;501;AUSTRALIA;45426196.03
2022;02;501;AUSTRALIA;37838476.17
2021;07;501;AUSTRALIA;17772594.52
2022;01;501;AUSTRALIA;43347282.76
2021;12;501;AUSTRALIA;76294370.82
2021;06;501;AUSTRALIA;28591387.08
2021;03;501;AUSTRALIA;25864504.2
2022;11;501;AUSTRALIA;39617389.22
2022;10;501;AUSTRALIA;4374034.78
2021;11;501;AUSTRALIA;79325235.33
2022;09;501;AUSTRALIA;58523933.6
2022;08;501;AUSTRALIA;36745437.43
2021;10;501;AUSTRALIA;66117630.06
2021;05;501;AUSTRALIA;10159215.46
2022;07;501;AUSTRALIA;4220217.53
2022;06;501;AUSTRALIA;55958107.88
2021;09;501;AUSTRALIA;21941275.27
2022;05;501;AUSTRALIA;76040811.11
2022;04;501;AUSTRALIA;22491093.3
2021;08;501;AUSTRALIA;29056876.64
2021;04;501;AUSTRALIA;22928893.52
2021;02;501;AUSTRALIA;21598260.02
2022;03;504;NUEVA ZELANDA;1909746.37
2022;02;504;NUEVA ZELANDA;1525098.38
2021;07;504;NUEVA ZELANDA;1594628.22
2022;01;504;NUEVA ZELANDA;1590423.21
2021;12;504;NUEVA ZELANDA;2618562.63
2021;06;504;NUEVA ZELANDA;1736636.48
2021;03;504;NUEVA ZELANDA;2262243.21
2022;11;504;NUEVA ZELANDA;1561310.65
2022;10;504;NUEVA ZELANDA;1931617.3
2021;11;504;NUEVA ZELANDA;2158125.54
2022;09;504;NUEVA ZELANDA;3511252.19
2022;08;504;NUEVA ZELANDA;2345171.33
2021;10;504;NUEVA ZELANDA;2113802.7
2021;05;504;NUEVA ZELANDA;2445408.46
2022;07;504;NUEVA ZELANDA;2208930.51
2022;06;504;NUEVA ZELANDA;1853304.41
2021;09;504;NUEVA ZELANDA;1842938.46
2022;05;504;NUEVA ZELANDA;2428463.94
2022;04;504;NUEVA ZELANDA;1689549.2
2021;08;504;NUEVA ZELANDA;4307160.13
2021;04;504;NUEVA ZELANDA;1571330.75
2021;02;504;NUEVA ZELANDA;1384380.53
2021;01;504;NUEVA ZELANDA;834513.69
2021;07;505;VANUATU;255.53
2021;08;505;VANUATU;219.75
2022;04;506;SAMOA  OCCIDENTAL;25.08
2021;08;506;SAMOA  OCCIDENTAL;528.74
2022;03;507;TERR. AUSTRALIANO;62.82
2022;02;507;TERR. AUSTRALIANO;30.61
2021;06;507;TERR. AUSTRALIANO;71.55
2022;11;507;TERR. AUSTRALIANO;150.42
2022;09;507;TERR. AUSTRALIANO;5675.2
2022;08;507;TERR. AUSTRALIANO;1082.48
2021;05;507;TERR. AUSTRALIANO;180.72
2022;07;507;TERR. AUSTRALIANO;31.46
2022;06;507;TERR. AUSTRALIANO;370.93
2022;05;507;TERR. AUSTRALIANO;254.2
2022;02;509;TERR. FRANCES;1.72
2021;07;509;TERR. FRANCES;1415.92
2022;02;510;TERR. NEOZELANDES;219.38
2022;03;512;FIJI;277
2021;08;512;FIJI;635.42
2021;01;512;FIJI;237.53
2022;03;513;PAPUA, NUEVA GUINEA;13134.96
2022;02;513;PAPUA, NUEVA GUINEA;21526.02
2021;12;513;PAPUA, NUEVA GUINEA;14206.77
2021;03;513;PAPUA, NUEVA GUINEA;2509.13
2021;11;513;PAPUA, NUEVA GUINEA;20711.36
2022;09;513;PAPUA, NUEVA GUINEA;9379.5
2021;10;513;PAPUA, NUEVA GUINEA;2145.52
2022;07;513;PAPUA, NUEVA GUINEA;10008.96
2022;05;513;PAPUA, NUEVA GUINEA;5148.49
2022;04;513;PAPUA, NUEVA GUINEA;4183.09
2021;02;513;PAPUA, NUEVA GUINEA;414.56
2022;05;515;MICRONESIA ESTADOS FEDERADOS;2.33
2021;09;517;TUVALU;233.1
2022;09;518;ISLAS SALOMON;113.36
2022;04;518;ISLAS SALOMON;106.69
2021;10;519;TONGA;479.49
2022;03;998;INDETERMINADO (CONTINENTE);73165590
2022;02;998;INDETERMINADO (CONTINENTE);58451636
2021;07;998;INDETERMINADO (CONTINENTE);59607329
2022;01;998;INDETERMINADO (CONTINENTE);60087752
2021;12;998;INDETERMINADO (CONTINENTE);57510529
2021;03;998;INDETERMINADO (CONTINENTE);51559226
2021;06;998;INDETERMINADO (CONTINENTE);61290209
2022;11;998;INDETERMINADO (CONTINENTE);55137062
2022;10;998;INDETERMINADO (CONTINENTE);63346907
2021;11;998;INDETERMINADO (CONTINENTE);63629634
2022;09;998;INDETERMINADO (CONTINENTE);89112861
2022;08;998;INDETERMINADO (CONTINENTE);100813638
2021;10;998;INDETERMINADO (CONTINENTE);61988738
2021;05;998;INDETERMINADO (CONTINENTE);58401088
2022;07;998;INDETERMINADO (CONTINENTE);82824027
2022;06;998;INDETERMINADO (CONTINENTE);85937040
2021;09;998;INDETERMINADO (CONTINENTE);61534528
2022;05;998;INDETERMINADO (CONTINENTE);88422647
2022;04;998;INDETERMINADO (CONTINENTE);77443977
2021;08;998;INDETERMINADO (CONTINENTE);62039635
2021;04;998;INDETERMINADO (CONTINENTE);51698316
2021;01;998;INDETERMINADO (CONTINENTE);35884918
2021;02;998;INDETERMINADO (CONTINENTE);40196331
