anio;mes;pais_cod;pais_descri;fob
2022;04;430;SUIZA;132417670.2
2021;08;430;SUIZA;99089716.33
2021;04;430;SUIZA;54063081.01
2021;02;430;SUIZA;46970075.9
2022;03;430;SUIZA;144645590.28
2021;01;430;SUIZA;46490669.82
2022;02;430;SUIZA;69361208.73
2021;07;430;SUIZA;75773777.1
2022;01;430;SUIZA;80935923.26
2022;11;431;SANTA SEDE -VATICANO-;1064
2021;11;431;SANTA SEDE -VATICANO-;1000
2022;06;433;TERR. BRITANICO-GIBRALTAR;490156.8
2021;01;433;TERR. BRITANICO-GIBRALTAR;266542.45
2021;12;435;CHIPRE;5346409.88
2021;06;435;CHIPRE;10113444.61
2022;11;435;CHIPRE;8775413.94
2021;03;435;CHIPRE;48058.5
2022;10;435;CHIPRE;376106.26
2021;11;435;CHIPRE;381505.55
2022;09;435;CHIPRE;59283.55
2022;08;435;CHIPRE;214500.6
2021;10;435;CHIPRE;11740028.2
2021;05;435;CHIPRE;463800.58
2022;07;435;CHIPRE;5405526.02
2022;06;435;CHIPRE;6284449.17
2021;09;435;CHIPRE;4080395.44
2022;05;435;CHIPRE;12297050.96
2022;04;435;CHIPRE;7256770.61
2021;08;435;CHIPRE;175683.09
2021;04;435;CHIPRE;4691410
2021;02;435;CHIPRE;7844912.83
2022;03;435;CHIPRE;200984.35
2021;01;435;CHIPRE;6607195.44
2022;02;435;CHIPRE;3302108.54
2021;07;435;CHIPRE;485071.52
2022;01;435;CHIPRE;581257.19
2021;12;436;TURQUIA;48772401.97
2021;06;436;TURQUIA;55098965.71
2022;11;436;TURQUIA;35168382.03
2021;03;436;TURQUIA;26207138.03
2021;11;436;TURQUIA;51308161.28
2022;09;436;TURQUIA;70901631.01
2022;08;436;TURQUIA;40291226.06
2021;10;436;TURQUIA;88648832.6
2021;05;436;TURQUIA;40185856.96
2022;07;436;TURQUIA;59391010.04
2022;06;436;TURQUIA;115112184.23
2021;09;436;TURQUIA;83412972.91
2022;05;436;TURQUIA;66651999.37
2022;04;436;TURQUIA;63242251.02
2021;08;436;TURQUIA;68476890.94
2021;04;436;TURQUIA;20947699.04
2021;02;436;TURQUIA;4340300.22
2022;03;436;TURQUIA;49548674.06
2021;01;436;TURQUIA;14268148.13
2022;10;436;TURQUIA;43468568.72
2022;02;436;TURQUIA;73071111.29
2021;07;436;TURQUIA;55809246.04
2022;01;436;TURQUIA;47347048.62
2021;12;438;Alemania;58164390.56
2021;06;438;Alemania;59600152.67
2021;03;438;Alemania;48206017.63
2022;11;438;Alemania;81135006.62
2022;10;438;Alemania;103892661.93
2021;11;438;Alemania;119488492.84
2022;09;438;Alemania;64630896
2022;08;438;Alemania;86080006.28
2021;10;438;Alemania;69026491.75
2021;05;438;Alemania;59039890.04
2022;07;438;Alemania;81671091.93
2022;06;438;Alemania;68131434.88
2021;09;438;Alemania;85597876.37
2022;05;438;Alemania;73371147.87
2022;04;438;Alemania;88824772.38
2021;08;438;Alemania;78593333.88
2021;04;438;Alemania;57197217.24
2021;02;438;Alemania;52435288.76
2022;03;438;Alemania;67366872.96
2021;01;438;Alemania;40308808.73
2022;02;438;Alemania;49326251.35
2021;07;438;Alemania;83007276.49
2022;01;438;Alemania;68021429.17
2021;12;439;BIELORUS;13910471.28
2021;06;439;BIELORUS;10711290.85
2021;03;439;BIELORUS;12307876.53
2022;11;439;BIELORUS;532054.31
2022;10;439;BIELORUS;5839355.89
2021;11;439;BIELORUS;10094492.17
2022;09;439;BIELORUS;3613048.06
2022;08;439;BIELORUS;288482.8
2021;10;439;BIELORUS;9134398.28
2021;05;439;BIELORUS;21814442.64
2022;07;439;BIELORUS;11554212.15
2022;06;439;BIELORUS;391842.57
2021;09;439;BIELORUS;11096177.84
2022;05;439;BIELORUS;18914234.71
2022;04;439;BIELORUS;83818
2021;08;439;BIELORUS;9618373.8
2021;04;439;BIELORUS;11442667.77
2021;02;439;BIELORUS;302848.92
2022;03;439;BIELORUS;93009.3
2021;01;439;BIELORUS;12586171.53
2022;02;439;BIELORUS;402120.8
2021;07;439;BIELORUS;20779630.87
2022;01;439;BIELORUS;15871936.34
2021;12;440;ESTONIA;273329.24
2021;03;440;ESTONIA;25942.5
2022;11;440;ESTONIA;1278295.27
2022;10;440;ESTONIA;958687.37
2021;11;440;ESTONIA;75298.59
2022;09;440;ESTONIA;415681.27
2022;08;440;ESTONIA;1431632.18
2021;10;440;ESTONIA;174458.41
2021;05;440;ESTONIA;109324.67
2022;07;440;ESTONIA;317403.31
2022;06;440;ESTONIA;279109.96
2021;09;440;ESTONIA;172705.24
2022;05;440;ESTONIA;354500.79
2022;04;440;ESTONIA;153003.52
2021;08;440;ESTONIA;222148.51
2021;04;440;ESTONIA;219623.18
2021;02;440;ESTONIA;76348.23
2022;03;440;ESTONIA;303495.84
2021;01;440;ESTONIA;125063.89
2022;02;440;ESTONIA;310947.39
2021;07;440;ESTONIA;183517.34
2022;01;440;ESTONIA;257177.37
2021;12;441;LETONIA;18170467.75
2021;06;441;LETONIA;3868197.09
2021;03;441;LETONIA;4415889.36
2022;11;441;LETONIA;18138999.54
2021;11;441;LETONIA;23264082.57
2022;09;441;LETONIA;17514440.92
2022;08;441;LETONIA;16757556.61
2021;10;441;LETONIA;17799391.91
2021;05;441;LETONIA;11015175.39
2022;07;441;LETONIA;24249485.21
2022;06;441;LETONIA;9731837.99
2021;09;441;LETONIA;23948879.81
2022;05;441;LETONIA;46535554
2022;04;441;LETONIA;15975356.06
2022;10;441;LETONIA;21167997.34
2021;08;441;LETONIA;16499744.45
2021;04;441;LETONIA;19585916.24
2021;02;441;LETONIA;468143.66
2022;03;441;LETONIA;4886751.6
2021;01;441;LETONIA;5248200.59
2022;02;441;LETONIA;13724289.53
2021;07;441;LETONIA;31593358.13
2022;01;441;LETONIA;18470296.52
2022;11;442;LITUANIA;1144244.66
2021;12;442;LITUANIA;2907172.74
2021;06;442;LITUANIA;3113321.84
2021;03;442;LITUANIA;4420317.83
2022;10;442;LITUANIA;5178505.94
2021;11;442;LITUANIA;3479534.52
2022;09;442;LITUANIA;3538516.47
2022;08;442;LITUANIA;3656733.68
2021;10;442;LITUANIA;3092163.98
2021;05;442;LITUANIA;5766938.76
2022;07;442;LITUANIA;4732598.92
2022;06;442;LITUANIA;4331057.22
2021;09;442;LITUANIA;3240507.13
2022;05;442;LITUANIA;4833660.36
2022;04;442;LITUANIA;1256379.75
2021;08;442;LITUANIA;3046035.11
2021;04;442;LITUANIA;3844727.73
2021;02;442;LITUANIA;1518975.11
2021;01;442;LITUANIA;3311840.99
2022;03;442;LITUANIA;1474790
2022;02;442;LITUANIA;1629263.04
2021;07;442;LITUANIA;5133641.78
2022;01;442;LITUANIA;2015875.83
2021;12;443;MOLDOVA;113040.56
2021;06;443;MOLDOVA;312320.83
2021;03;443;MOLDOVA;162501.47
2022;11;443;MOLDOVA;172598.07
2022;10;443;MOLDOVA;208201.23
2021;11;443;MOLDOVA;290323.6
2022;09;443;MOLDOVA;125380.06
2022;08;443;MOLDOVA;440847.36
2021;10;443;MOLDOVA;209785.98
2021;05;443;MOLDOVA;370285.78
2022;07;443;MOLDOVA;396757.7
2022;06;443;MOLDOVA;714074.57
2021;09;443;MOLDOVA;235014.9
2022;05;443;MOLDOVA;642428.06
2022;04;443;MOLDOVA;389321.26
2021;08;443;MOLDOVA;293247.86
2021;04;443;MOLDOVA;482884.16
2021;02;443;MOLDOVA;27553.74
2021;01;443;MOLDOVA;66009.14
2022;03;443;MOLDOVA;131617.98
2022;02;443;MOLDOVA;197840.57
2021;07;443;MOLDOVA;571295.75
2022;01;443;MOLDOVA;52125.99
2021;12;444;RUSIA;50946286.96
2021;06;444;RUSIA;46001158.08
2021;03;444;RUSIA;54883364.26
2022;11;444;RUSIA;26091756.5
2022;10;444;RUSIA;78114460.45
2021;11;444;RUSIA;59857147.28
2022;09;444;RUSIA;37212929.72
2022;08;444;RUSIA;39252351.15
2021;10;444;RUSIA;71792693.88
2021;05;444;RUSIA;48274530.33
2022;07;444;RUSIA;49525848.24
2022;06;444;RUSIA;49490867.87
2021;09;444;RUSIA;78853319.82
2022;05;444;RUSIA;23273819.8
2022;04;444;RUSIA;10322609.75
2021;08;444;RUSIA;64497505.66
2021;04;444;RUSIA;55634306.55
2021;02;444;RUSIA;42558511.14
2021;01;444;RUSIA;37813963.15
2022;03;444;RUSIA;5933465.39
2022;02;444;RUSIA;51916523.69
2021;07;444;RUSIA;68862994.96
2022;01;444;RUSIA;72862278.02
2022;10;445;UCRANIA;2230271.54
2021;12;445;UCRANIA;2668392.57
2021;06;445;UCRANIA;2546505.11
2021;03;445;UCRANIA;2235313.52
2022;11;445;UCRANIA;1075500.96
2021;11;445;UCRANIA;3142211.16
2022;09;445;UCRANIA;1654120.57
2022;08;445;UCRANIA;2011986.65
2021;10;445;UCRANIA;5048109.22
2021;05;445;UCRANIA;4452770.44
2022;07;445;UCRANIA;3208768.5
2022;06;445;UCRANIA;2533625.74
2021;09;445;UCRANIA;4220736.48
2022;05;445;UCRANIA;1737203.78
2022;04;445;UCRANIA;184334.64
2021;08;445;UCRANIA;3927884.97
2021;04;445;UCRANIA;3540472.27
2021;02;445;UCRANIA;1794716.1
2021;01;445;UCRANIA;1295724.9
2022;03;445;UCRANIA;317842.57
2022;02;445;UCRANIA;1425697.32
2021;07;445;UCRANIA;6332912.15
2022;01;445;UCRANIA;1977645.17
2021;12;446;BOSNIA HERZEGOVINA (EX432);1750506.74
2021;06;446;BOSNIA HERZEGOVINA (EX432);826974.85
2021;03;446;BOSNIA HERZEGOVINA (EX432);873158.07
2022;10;446;BOSNIA HERZEGOVINA (EX432);2431455.77
2022;11;446;BOSNIA HERZEGOVINA (EX432);164518.17
2021;11;446;BOSNIA HERZEGOVINA (EX432);310474.96
2022;09;446;BOSNIA HERZEGOVINA (EX432);3219025.49
2022;08;446;BOSNIA HERZEGOVINA (EX432);1469490.32
2021;10;446;BOSNIA HERZEGOVINA (EX432);2715838.75
2021;05;446;BOSNIA HERZEGOVINA (EX432);647080
2022;07;446;BOSNIA HERZEGOVINA (EX432);2420108.31
2022;06;446;BOSNIA HERZEGOVINA (EX432);2625422.43
2021;09;446;BOSNIA HERZEGOVINA (EX432);1066138.4
2022;05;446;BOSNIA HERZEGOVINA (EX432);1424644.85
2022;04;446;BOSNIA HERZEGOVINA (EX432);5467428.21
2021;08;446;BOSNIA HERZEGOVINA (EX432);413018.85
2021;04;446;BOSNIA HERZEGOVINA (EX432);616280.76
2021;02;446;BOSNIA HERZEGOVINA (EX432);412014.19
2021;01;446;BOSNIA HERZEGOVINA (EX432);380770.18
2022;03;446;BOSNIA HERZEGOVINA (EX432);937620.26
2022;02;446;BOSNIA HERZEGOVINA (EX432);1131583.84
2021;07;446;BOSNIA HERZEGOVINA (EX432);1359564.55
2022;01;446;BOSNIA HERZEGOVINA (EX432);577564.65
2021;12;447;CROACIA (EX432);5822734.54
2021;06;447;CROACIA (EX432);1290892.47
2021;03;447;CROACIA (EX432);4290958.07
2022;11;447;CROACIA (EX432);3807829.31
2022;10;447;CROACIA (EX432);4883751.66
2021;11;447;CROACIA (EX432);3422758.97
2022;09;447;CROACIA (EX432);5930271.63
2022;08;447;CROACIA (EX432);3337299.93
2021;10;447;CROACIA (EX432);6600622.28
2021;05;447;CROACIA (EX432);3501030.96
2022;07;447;CROACIA (EX432);4919558.01
2022;06;447;CROACIA (EX432);4334127.1
2021;09;447;CROACIA (EX432);3484091.23
2022;05;447;CROACIA (EX432);3735077.5
2022;04;447;CROACIA (EX432);2667778.66
2021;08;447;CROACIA (EX432);3059517.12
2021;04;447;CROACIA (EX432);3302825.85
2021;02;447;CROACIA (EX432);1470638.2
2021;01;447;CROACIA (EX432);1849631.82
2022;03;447;CROACIA (EX432);2380829.82
2022;02;447;CROACIA (EX432);2756260.18
2021;07;447;CROACIA (EX432);4704753.64
2022;01;447;CROACIA (EX432);2457122.7
2021;12;448;ESLOVAQUIA;742646.54
2021;06;448;ESLOVAQUIA;738330.68
2021;03;448;ESLOVAQUIA;1477401.49
2022;11;448;ESLOVAQUIA;669215.53
2022;10;448;ESLOVAQUIA;788620.05
2021;11;448;ESLOVAQUIA;2314698.83
2022;09;448;ESLOVAQUIA;654235.44
2022;08;448;ESLOVAQUIA;1616357.29
2021;10;448;ESLOVAQUIA;2214790.56
2021;05;448;ESLOVAQUIA;1139380.74
2022;07;448;ESLOVAQUIA;774143.48
2022;06;448;ESLOVAQUIA;838246.91
2021;09;448;ESLOVAQUIA;2199307.7
2022;05;448;ESLOVAQUIA;1451408.15
2022;04;448;ESLOVAQUIA;1801976.6
2021;08;448;ESLOVAQUIA;1339253.19
2021;02;448;ESLOVAQUIA;810821.96
2021;04;448;ESLOVAQUIA;1129938.19
2021;01;448;ESLOVAQUIA;883448.73
2022;03;448;ESLOVAQUIA;2008258.06
2022;02;448;ESLOVAQUIA;1375523.32
2021;07;448;ESLOVAQUIA;1922848.92
2022;01;448;ESLOVAQUIA;1145445.37
2021;12;449;ESLOVENIA (EX432);91635.3
2021;06;449;ESLOVENIA (EX432);10985967.43
2021;03;449;ESLOVENIA (EX432);164940.7
2022;11;449;ESLOVENIA (EX432);142664.5
2022;10;449;ESLOVENIA (EX432);455996.4
2021;11;449;ESLOVENIA (EX432);436116.8
2022;09;449;ESLOVENIA (EX432);335479.8
2022;08;449;ESLOVENIA (EX432);75777.31
2021;10;449;ESLOVENIA (EX432);279675.19
2021;05;449;ESLOVENIA (EX432);206804.57
2022;07;449;ESLOVENIA (EX432);231789.32
2022;06;449;ESLOVENIA (EX432);3092376.4
2021;09;449;ESLOVENIA (EX432);8267009.03
2022;05;449;ESLOVENIA (EX432);345997.37
2022;04;449;ESLOVENIA (EX432);18657969.7
2021;08;449;ESLOVENIA (EX432);187029.33
2021;02;449;ESLOVENIA (EX432);184910.38
2021;04;449;ESLOVENIA (EX432);8540698.13
2021;01;449;ESLOVENIA (EX432);216574.84
2022;03;449;ESLOVENIA (EX432);423462.2
2022;02;449;ESLOVENIA (EX432);132823.73
2021;07;449;ESLOVENIA (EX432);13009102.99
2022;01;449;ESLOVENIA (EX432);239908.85
2021;12;450;MACEDONIA (EX 432);436758.5
2021;06;450;MACEDONIA (EX 432);165874.5
2021;03;450;MACEDONIA (EX 432);722311.16
2022;10;450;MACEDONIA (EX 432);379781.19
2021;11;450;MACEDONIA (EX 432);553199.76
2022;09;450;MACEDONIA (EX 432);496062.33
2022;08;450;MACEDONIA (EX 432);128063.07
2021;05;450;MACEDONIA (EX 432);1046539.72
2021;10;450;MACEDONIA (EX 432);913864.04
2022;07;450;MACEDONIA (EX 432);645325.43
2022;06;450;MACEDONIA (EX 432);854769.77
2022;11;450;MACEDONIA (EX 432);437002.43
2021;09;450;MACEDONIA (EX 432);812162.82
2022;05;450;MACEDONIA (EX 432);415675.92
2022;04;450;MACEDONIA (EX 432);630437.67
2021;08;450;MACEDONIA (EX 432);654685.14
2021;02;450;MACEDONIA (EX 432);215617.46
2021;04;450;MACEDONIA (EX 432);773979.15
2021;01;450;MACEDONIA (EX 432);451953.8
2022;03;450;MACEDONIA (EX 432);702055.81
2022;02;450;MACEDONIA (EX 432);534467.18
2021;07;450;MACEDONIA (EX 432);880523.03
2022;01;450;MACEDONIA (EX 432);203088.26
2021;12;451;REPUBLICA CHECA;1805248.37
2021;06;451;REPUBLICA CHECA;684681.69
2021;03;451;REPUBLICA CHECA;3250640.44
2022;11;451;REPUBLICA CHECA;1868475.15
2022;10;451;REPUBLICA CHECA;1054232.92
2021;11;451;REPUBLICA CHECA;1344028.72
2022;09;451;REPUBLICA CHECA;1044656.1
2022;08;451;REPUBLICA CHECA;2989288.25
2021;05;451;REPUBLICA CHECA;1330760.97
2021;10;451;REPUBLICA CHECA;1739059.77
2022;07;451;REPUBLICA CHECA;3349097.66
2022;06;451;REPUBLICA CHECA;1217743.86
2021;09;451;REPUBLICA CHECA;2194312.38
2022;05;451;REPUBLICA CHECA;924162.7
2022;04;451;REPUBLICA CHECA;1958821.73
2021;08;451;REPUBLICA CHECA;1213605.13
2021;02;451;REPUBLICA CHECA;1403054.34
2021;01;451;REPUBLICA CHECA;1171191.8
2021;04;451;REPUBLICA CHECA;2029915.26
2022;03;451;REPUBLICA CHECA;774654.14
2022;02;451;REPUBLICA CHECA;1875128.03
2021;07;451;REPUBLICA CHECA;1185186.04
2022;01;451;REPUBLICA CHECA;814441.78
2021;12;453;MONTENEGRO;37750
2021;06;453;MONTENEGRO;198583.85
2022;11;453;MONTENEGRO;63762.51
2022;10;453;MONTENEGRO;31200
2021;11;453;MONTENEGRO;119112.44
2022;09;453;MONTENEGRO;145355.08
2022;08;453;MONTENEGRO;33000
2021;05;453;MONTENEGRO;47074
2021;10;453;MONTENEGRO;64000
2022;07;453;MONTENEGRO;99000
2022;06;453;MONTENEGRO;168784.68
2021;09;453;MONTENEGRO;98790.4
2022;05;453;MONTENEGRO;136418.4
2022;04;453;MONTENEGRO;92005.44
2021;02;453;MONTENEGRO;118899
2021;08;453;MONTENEGRO;261466.6
2021;01;453;MONTENEGRO;70021.5
2021;04;453;MONTENEGRO;219182.41
2022;03;453;MONTENEGRO;61132.36
2022;02;453;MONTENEGRO;173284.36
2021;07;453;MONTENEGRO;132905.81
2022;01;453;MONTENEGRO;199558.8
2021;12;454;SERBIA;468178.62
2021;06;454;SERBIA;1188728.2
2021;03;454;SERBIA;467759.71
2022;11;454;SERBIA;1187459.03
2022;10;454;SERBIA;671862.27
2021;11;454;SERBIA;1113341.44
2022;09;454;SERBIA;284788.25
2022;08;454;SERBIA;248409.5
2021;05;454;SERBIA;830918.95
2021;10;454;SERBIA;328741.53
2022;07;454;SERBIA;665877.61
2022;06;454;SERBIA;796625.08
2021;09;454;SERBIA;571158.81
2022;05;454;SERBIA;763440.82
2022;04;454;SERBIA;1259141.76
2021;02;454;SERBIA;161016
2021;01;454;SERBIA;501266.19
2021;08;454;SERBIA;1467401.55
2021;04;454;SERBIA;1446863.33
2022;03;454;SERBIA;396678.36
2022;02;454;SERBIA;507122.49
2021;07;454;SERBIA;677165.26
2022;01;454;SERBIA;389713.86
2021;12;501;AUSTRALIA;53622371.23
2021;03;501;AUSTRALIA;49414583.5
2021;06;501;AUSTRALIA;63815360.13
2022;11;501;AUSTRALIA;74899405.87
2022;10;501;AUSTRALIA;65426888.07
2021;11;501;AUSTRALIA;56386889.34
2022;09;501;AUSTRALIA;19228281.73
2022;08;501;AUSTRALIA;73365874.76
2021;05;501;AUSTRALIA;39330191.22
2021;10;501;AUSTRALIA;52637052.61
2022;07;501;AUSTRALIA;57773271.59
2022;06;501;AUSTRALIA;66106021.27
2021;09;501;AUSTRALIA;31277097.93
2022;05;501;AUSTRALIA;56905748.85
2021;01;501;AUSTRALIA;65535993.12
2022;04;501;AUSTRALIA;55450426.45
2021;02;501;AUSTRALIA;42882172.73
2021;08;501;AUSTRALIA;50916324.77
2021;04;501;AUSTRALIA;94121777.54
2022;03;501;AUSTRALIA;93990464.48
2022;02;501;AUSTRALIA;20051890.96
2021;07;501;AUSTRALIA;20779397.01
2022;01;501;AUSTRALIA;39817497.27
2021;12;504;NUEVA ZELANDA;12944194.38
2021;03;504;NUEVA ZELANDA;12945172.08
2021;06;504;NUEVA ZELANDA;8512029.74
2022;11;504;NUEVA ZELANDA;19948512.08
2022;10;504;NUEVA ZELANDA;19258088.47
2021;11;504;NUEVA ZELANDA;21994520.45
2022;09;504;NUEVA ZELANDA;19169677.18
2022;08;504;NUEVA ZELANDA;14314132.44
2021;05;504;NUEVA ZELANDA;20655771.82
2021;10;504;NUEVA ZELANDA;27658174.43
2022;07;504;NUEVA ZELANDA;14739032.97
2022;06;504;NUEVA ZELANDA;17246535.29
2021;09;504;NUEVA ZELANDA;15940627.57
2022;05;504;NUEVA ZELANDA;14161259.18
2021;01;504;NUEVA ZELANDA;11580308.22
2021;02;504;NUEVA ZELANDA;2334560.23
2022;04;504;NUEVA ZELANDA;18913859.3
2021;08;504;NUEVA ZELANDA;17943327.49
2021;04;504;NUEVA ZELANDA;11928411.58
2022;03;504;NUEVA ZELANDA;21157987.5
2022;02;504;NUEVA ZELANDA;22207262.4
2021;07;504;NUEVA ZELANDA;18794985.03
2022;01;504;NUEVA ZELANDA;28818834.09
2021;12;509;TERR. FRANCES;255633.33
2021;03;509;TERR. FRANCES;60739.05
2021;06;509;TERR. FRANCES;217869.69
2022;11;509;TERR. FRANCES;413363.52
2022;10;509;TERR. FRANCES;790186.16
2021;11;509;TERR. FRANCES;269803.49
2022;09;509;TERR. FRANCES;489902.03
2022;08;509;TERR. FRANCES;785227.45
2021;05;509;TERR. FRANCES;394953.38
2021;10;509;TERR. FRANCES;84079.11
2022;07;509;TERR. FRANCES;992966.8
2022;06;509;TERR. FRANCES;995317.91
2021;09;509;TERR. FRANCES;365299.68
2022;05;509;TERR. FRANCES;509322.57
2021;01;509;TERR. FRANCES;219615.47
2021;02;509;TERR. FRANCES;440546.88
2022;04;509;TERR. FRANCES;226007.51
2021;08;509;TERR. FRANCES;402018.37
2021;04;509;TERR. FRANCES;251969.05
2022;03;509;TERR. FRANCES;291666.93
2022;02;509;TERR. FRANCES;234043.16
2021;07;509;TERR. FRANCES;78478
2022;01;509;TERR. FRANCES;154088.04
2021;12;512;FIJI;25825
2021;06;512;FIJI;480105
2022;10;512;FIJI;57738.77
2021;11;512;FIJI;16010.9
2021;05;512;FIJI;15495.42
2022;07;512;FIJI;29774.2
2022;06;512;FIJI;14399
2021;04;512;FIJI;94329
2021;12;513;PAPUA, NUEVA GUINEA;8166.37
2021;03;513;PAPUA, NUEVA GUINEA;29964
2021;11;513;PAPUA, NUEVA GUINEA;47364
2021;09;513;PAPUA, NUEVA GUINEA;48186
2022;05;513;PAPUA, NUEVA GUINEA;92964
2021;01;513;PAPUA, NUEVA GUINEA;59096
2021;02;513;PAPUA, NUEVA GUINEA;29548
2022;04;513;PAPUA, NUEVA GUINEA;46422
2021;04;513;PAPUA, NUEVA GUINEA;31472
2021;07;513;PAPUA, NUEVA GUINEA;70394.08
2021;02;514;KIRIBATI;116
2021;12;518;ISLAS SALOMON;31980
2021;06;518;ISLAS SALOMON;329000
2022;11;518;ISLAS SALOMON;20061.8
2021;11;518;ISLAS SALOMON;15730
2022;08;518;ISLAS SALOMON;18850
2021;10;518;ISLAS SALOMON;31460
2022;07;518;ISLAS SALOMON;18668
2022;06;518;ISLAS SALOMON;19630
2022;05;518;ISLAS SALOMON;19630
2021;01;518;ISLAS SALOMON;12948
2021;02;518;ISLAS SALOMON;12948
2022;04;518;ISLAS SALOMON;17940
2022;03;518;ISLAS SALOMON;17940
2022;02;518;ISLAS SALOMON;16250
2021;07;518;ISLAS SALOMON;15730
2022;01;518;ISLAS SALOMON;16250
2022;11;996;EXPORTACIONES E IMPORTACIONES    SIMPLI;223.7
2022;05;996;EXPORTACIONES E IMPORTACIONES    SIMPLI;510.34
2022;04;996;EXPORTACIONES E IMPORTACIONES    SIMPLI;3720
2022;03;996;EXPORTACIONES E IMPORTACIONES    SIMPLI;6390
2021;12;998;INDETERMINADO (CONTINENTE);76341367.65
2021;03;998;INDETERMINADO (CONTINENTE);48693988.05
2021;06;998;INDETERMINADO (CONTINENTE);67189818.41
2022;11;998;INDETERMINADO (CONTINENTE);57579172.72
2022;10;998;INDETERMINADO (CONTINENTE);90459771.24
2021;11;998;INDETERMINADO (CONTINENTE);63136763.65
2022;09;998;INDETERMINADO (CONTINENTE);125747476.77
2022;08;998;INDETERMINADO (CONTINENTE);133792935.9
2021;05;998;INDETERMINADO (CONTINENTE);65110476.01
2021;10;998;INDETERMINADO (CONTINENTE);76924806.32
2022;07;998;INDETERMINADO (CONTINENTE);127014227.61
2022;06;998;INDETERMINADO (CONTINENTE);106731894.43
2021;09;998;INDETERMINADO (CONTINENTE);68072785.09
2022;05;998;INDETERMINADO (CONTINENTE);121451489.04
2021;01;998;INDETERMINADO (CONTINENTE);75263111.81
2021;02;998;INDETERMINADO (CONTINENTE);42066497.53
2022;04;998;INDETERMINADO (CONTINENTE);120893172.14
2021;04;998;INDETERMINADO (CONTINENTE);78269897.7
2021;08;998;INDETERMINADO (CONTINENTE);83069007.36
2022;03;998;INDETERMINADO (CONTINENTE);106314131.98
2022;02;998;INDETERMINADO (CONTINENTE);94953192.4
2021;07;998;INDETERMINADO (CONTINENTE);91936315.47
2022;01;998;INDETERMINADO (CONTINENTE);92360662.76
